customer_id,name,age,gender,location,loyalty_status
10077,Customer_77,46,Male,Los Angeles,New
10078,Customer_78,24,Male,Houston,Regular
10079,Customer_79,65,Male,Houston,New
10080,Customer_80,32,Male,Houston,Regular
10081,Customer_81,25,Female,Miami,Loyal
10082,Customer_82,65,Male,Miami,New
10083,Customer_83,19,Male,Miami,Regular
10084,Customer_84,61,Female,Houston,New
10085,Customer_85,52,Male,Chicago,Loyal
10086,Customer_86,25,Female,New York,Loyal
10087,Customer_87,27,Male,New York,Loyal
10088,Customer_88,62,Female,New York,Regular
10089,Customer_89,26,Male,New York,Regular
10090,Customer_90,57,Female,Chicago,New
10091,Customer_91,26,Male,Houston,Loyal
10092,Customer_92,29,Female,Miami,New
10093,Customer_93,64,Female,Los Angeles,New
10094,Customer_94,45,Female,Los Angeles,Regular
10095,Customer_95,62,Male,Houston,Regular
10096,Customer_96,55,Female,Los Angeles,New
10097,Customer_97,30,Female,New York,New
10098,Customer_98,28,Female,Los Angeles,New
10099,Customer_99,63,Male,Houston,Loyal
10100,Customer_100,56,Male,Chicago,Regular
10101,Customer_101,61,Male,New York,Loyal
10102,Customer_102,21,Male,New York,Loyal
10103,Customer_103,63,Female,Houston,New
10104,Customer_104,20,Female,Houston,New
10105,Customer_105,31,Male,Houston,Regular
10106,Customer_106,54,Male,Houston,Regular
10107,Customer_107,65,Male,Houston,Regular
10108,Customer_108,43,Male,New York,Regular
10109,Customer_109,61,Female,New York,Loyal
10110,Customer_110,28,Female,Houston,Loyal
10111,Customer_111,40,Female,Houston,Regular
10112,Customer_112,31,Female,New York,New
10113,Customer_113,34,Female,Los Angeles,Regular
10114,Customer_114,40,Male,Houston,Regular
10115,Customer_115,45,Male,Los Angeles,Regular
10116,Customer_116,39,Male,New York,Loyal
10117,Customer_117,42,Female,Miami,Loyal
10118,Customer_118,21,Female,New York,Regular
10119,Customer_119,60,Female,Houston,Loyal
10120,Customer_120,39,Male,Houston,New
10121,Customer_121,37,Male,Miami,New
10122,Customer_122,28,Male,Los Angeles,Regular
10123,Customer_123,29,Female,Los Angeles,Regular
10124,Customer_124,45,Female,Houston,New
10125,Customer_125,37,Male,Miami,Loyal
10126,Customer_126,63,Female,Los Angeles,New
10127,Customer_127,21,Female,New York,Loyal
10128,Customer_128,53,Male,New York,Loyal
10129,Customer_129,35,Female,New York,New
10130,Customer_130,45,Female,New York,New
10131,Customer_131,51,Female,Chicago,Loyal
10132,Customer_132,23,Female,Chicago,New
10133,Customer_133,55,Female,Miami,New
10134,Customer_134,22,Male,New York,New
10135,Customer_135,54,Male,Chicago,Loyal
10136,Customer_136,58,Female,New York,Loyal
10137,Customer_137,61,Female,Miami,Loyal
10138,Customer_138,42,Female,Houston,Regular
10139,Customer_139,19,Female,New York,New
10140,Customer_140,20,Female,Los Angeles,Regular
10141,Customer_141,23,Male,Houston,New
10142,Customer_142,30,Female,New York,Regular
10143,Customer_143,29,Female,Houston,New
10144,Customer_144,54,Male,Los Angeles,Regular
10145,Customer_145,61,Female,Los Angeles,Regular
10146,Customer_146,31,Female,Miami,New
10147,Customer_147,35,Male,New York,New
10148,Customer_148,44,Female,Miami,Loyal
10149,Customer_149,46,Male,New York,Loyal
10150,Customer_150,45,Female,New York,New
10151,Customer_151,58,Male,Miami,Regular
10152,Customer_152,37,Female,Los Angeles,Regular
10153,Customer_153,64,Male,Houston,Regular
10154,Customer_154,49,Male,Los Angeles,New
10155,Customer_155,24,Female,Los Angeles,New
10156,Customer_156,28,Female,Houston,Loyal
10157,Customer_157,54,Female,Miami,New
10158,Customer_158,61,Male,Miami,Loyal
10159,Customer_159,31,Female,Los Angeles,New
10160,Customer_160,35,Female,Miami,New
10161,Customer_161,24,Male,Los Angeles,New
10162,Customer_162,34,Male,New York,Regular
10163,Customer_163,24,Female,New York,Regular
10164,Customer_164,54,Female,Houston,Regular
10165,Customer_165,41,Male,New York,Loyal
10166,Customer_166,45,Female,Miami,Loyal
10167,Customer_167,35,Male,Los Angeles,Regular
10168,Customer_168,26,Male,Chicago,Regular
10169,Customer_169,39,Male,New York,Regular
10170,Customer_170,65,Male,New York,Loyal
10171,Customer_171,53,Male,New York,New
10172,Customer_172,52,Female,New York,New
10173,Customer_173,41,Male,Houston,Loyal
10174,Customer_174,37,Male,New York,Loyal
10175,Customer_175,36,Female,Miami,New
10176,Customer_176,57,Female,New York,Regular
10177,Customer_177,29,Female,Houston,Regular
10178,Customer_178,19,Male,Los Angeles,Loyal
10179,Customer_179,30,Female,New York,New
10180,Customer_180,54,Female,Houston,Regular
10181,Customer_181,46,Male,Chicago,Regular
10182,Customer_182,27,Female,Miami,Regular
10183,Customer_183,42,Female,Los Angeles,Loyal
10184,Customer_184,49,Male,New York,Regular
10185,Customer_185,58,Male,Houston,Loyal
10186,Customer_186,53,Male,New York,Regular
10187,Customer_187,44,Female,New York,Regular
10188,Customer_188,30,Female,Houston,Loyal
10189,Customer_189,24,Female,Miami,Regular
10190,Customer_190,38,Male,Chicago,Regular
10191,Customer_191,21,Male,Los Angeles,New
10192,Customer_192,46,Female,New York,Loyal
10193,Customer_193,28,Female,Chicago,Loyal
10194,Customer_194,41,Female,New York,Loyal
10195,Customer_195,56,Female,Houston,Regular
10196,Customer_196,65,Male,Houston,Regular
10197,Customer_197,40,Male,Los Angeles,New
10198,Customer_198,29,Female,Chicago,Loyal
10199,Customer_199,56,Male,New York,Regular
10200,Customer_200,63,Female,Los Angeles,Regular
10201,Customer_201,27,Male,Chicago,Regular
10202,Customer_202,62,Male,Los Angeles,Regular
10203,Customer_203,57,Female,Houston,Loyal
10204,Customer_204,28,Male,Chicago,New
10205,Customer_205,19,Male,Chicago,Loyal
10206,Customer_206,25,Male,Houston,Regular
10207,Customer_207,24,Male,New York,New
10208,Customer_208,33,Female,Chicago,Loyal
10209,Customer_209,32,Male,Chicago,Loyal
10210,Customer_210,56,Male,New York,New
10211,Customer_211,52,Female,Chicago,New
10212,Customer_212,41,Male,New York,New
10213,Customer_213,65,Female,Miami,Regular
10214,Customer_214,21,Male,Houston,New
10215,Customer_215,56,Female,Los Angeles,New
10216,Customer_216,60,Female,New York,Regular
10217,Customer_217,65,Male,Houston,Regular
10218,Customer_218,53,Male,New York,Loyal
10219,Customer_219,59,Male,Chicago,Regular
10220,Customer_220,21,Female,Houston,Loyal
10221,Customer_221,21,Female,Chicago,New
10222,Customer_222,47,Female,Miami,Loyal
10223,Customer_223,56,Male,New York,New
10224,Customer_224,43,Male,Los Angeles,New
10225,Customer_225,44,Female,Los Angeles,New
10226,Customer_226,65,Male,Miami,Regular
10227,Customer_227,31,Male,New York,New
10228,Customer_228,35,Male,Miami,New
10229,Customer_229,33,Male,New York,Regular
10230,Customer_230,33,Male,Houston,New
10231,Customer_231,63,Male,Chicago,Regular
10232,Customer_232,41,Male,Houston,Regular
10233,Customer_233,37,Female,Miami,Loyal
10234,Customer_234,39,Male,Chicago,Regular
10235,Customer_235,29,Male,Los Angeles,New
10236,Customer_236,65,Female,Chicago,Loyal
10237,Customer_237,23,Male,Los Angeles,Regular
10238,Customer_238,33,Male,New York,New
10239,Customer_239,51,Male,Los Angeles,Regular
10240,Customer_240,44,Male,Miami,Regular
10241,Customer_241,27,Female,Miami,Regular
10242,Customer_242,46,Male,Los Angeles,Loyal
10243,Customer_243,24,Male,Los Angeles,Regular
10244,Customer_244,34,Female,Chicago,Loyal
10245,Customer_245,25,Male,Miami,Regular
10246,Customer_246,50,Female,Chicago,Regular
10247,Customer_247,42,Male,Los Angeles,New
10248,Customer_248,64,Female,New York,New
10249,Customer_249,43,Male,New York,Regular
10250,Customer_250,18,Male,Houston,New
10251,Customer_251,61,Female,New York,Regular
10252,Customer_252,56,Male,New York,New
10253,Customer_253,22,Male,New York,New
10254,Customer_254,24,Male,Chicago,New
10255,Customer_255,40,Male,Chicago,Regular
10256,Customer_256,43,Male,Chicago,New
10257,Customer_257,38,Female,Los Angeles,Loyal
10258,Customer_258,31,Male,Miami,New
10259,Customer_259,44,Male,Chicago,New
10260,Customer_260,46,Male,New York,Loyal
10261,Customer_261,23,Female,Houston,Regular
10262,Customer_262,41,Female,Houston,New
10263,Customer_263,30,Male,New York,Regular
10264,Customer_264,61,Male,Miami,Regular
10265,Customer_265,38,Female,Los Angeles,Regular
10266,Customer_266,18,Female,New York,New
10267,Customer_267,52,Female,Houston,New
10268,Customer_268,20,Male,Los Angeles,Loyal
10269,Customer_269,65,Female,Miami,New
10270,Customer_270,46,Female,Houston,New
10271,Customer_271,40,Female,Chicago,Regular
10272,Customer_272,44,Male,Houston,Loyal
10273,Customer_273,28,Female,New York,Regular
10274,Customer_274,61,Male,Chicago,Loyal
10275,Customer_275,58,Female,Miami,Loyal
10276,Customer_276,41,Male,Miami,Regular
10277,Customer_277,40,Male,Chicago,Regular
10278,Customer_278,60,Female,Miami,New
10279,Customer_279,46,Male,Houston,Loyal
10280,Customer_280,26,Female,Houston,Loyal
10281,Customer_281,51,Male,Chicago,Loyal
10282,Customer_282,25,Female,New York,Regular
10283,Customer_283,64,Female,Chicago,New
10284,Customer_284,23,Female,Chicago,New
10285,Customer_285,44,Male,Miami,Loyal
10286,Customer_286,35,Female,Chicago,Loyal
10287,Customer_287,23,Male,New York,Regular
10288,Customer_288,52,Male,Chicago,New
10289,Customer_289,41,Male,Chicago,Loyal
10290,Customer_290,44,Male,Chicago,Loyal
10291,Customer_291,45,Male,Los Angeles,Regular
10292,Customer_292,25,Female,Los Angeles,Regular
10293,Customer_293,37,Male,New York,New
10294,Customer_294,35,Male,New York,Regular
10295,Customer_295,28,Female,New York,Regular
10296,Customer_296,51,Male,Chicago,Regular
10297,Customer_297,38,Male,Chicago,Loyal
10298,Customer_298,62,Female,Miami,Regular
10299,Customer_299,43,Female,New York,Loyal
10300,Customer_300,27,Male,Chicago,Loyal
10301,Customer_301,52,Female,Houston,Regular
10302,Customer_302,47,Male,Miami,Loyal
10303,Customer_303,58,Female,Houston,Regular
10304,Customer_304,36,Male,Miami,New
10305,Customer_305,54,Male,Miami,Regular
10306,Customer_306,65,Male,Chicago,New
10307,Customer_307,42,Female,Miami,Regular
10308,Customer_308,48,Male,Los Angeles,Loyal
10309,Customer_309,55,Male,Miami,Loyal
10310,Customer_310,42,Male,Houston,New
10311,Customer_311,38,Female,Miami,Loyal
10312,Customer_312,26,Female,Houston,Regular
10313,Customer_313,40,Female,Chicago,Regular
10314,Customer_314,58,Female,New York,New
10315,Customer_315,31,Male,Houston,Loyal
10316,Customer_316,64,Female,Los Angeles,New
10317,Customer_317,32,Female,Houston,New
10318,Customer_318,26,Female,Chicago,New
10319,Customer_319,19,Male,New York,Regular
10320,Customer_320,18,Male,New York,New
10321,Customer_321,64,Female,Los Angeles,Regular
10322,Customer_322,50,Male,Chicago,Regular
10323,Customer_323,45,Male,Los Angeles,New
10324,Customer_324,19,Female,Los Angeles,Loyal
10325,Customer_325,55,Male,Los Angeles,Loyal
10326,Customer_326,44,Male,Houston,Regular
10327,Customer_327,49,Female,Chicago,Regular
10328,Customer_328,50,Male,Houston,Regular
10329,Customer_329,44,Female,Los Angeles,Loyal
10330,Customer_330,29,Female,Miami,New
10331,Customer_331,20,Female,Houston,Loyal
10332,Customer_332,62,Male,Houston,Loyal
10333,Customer_333,49,Female,Chicago,Regular
10334,Customer_334,54,Male,Houston,New
10335,Customer_335,33,Male,Miami,Regular
10336,Customer_336,53,Male,New York,Loyal
10337,Customer_337,61,Female,Chicago,New
10338,Customer_338,60,Female,Houston,Regular
10339,Customer_339,19,Female,Chicago,Loyal
10340,Customer_340,23,Female,Miami,New
10341,Customer_341,53,Female,Chicago,New
10342,Customer_342,52,Female,Miami,New
10343,Customer_343,42,Male,Chicago,Loyal
10344,Customer_344,36,Female,Los Angeles,Regular
10345,Customer_345,44,Female,Houston,Regular
10346,Customer_346,58,Female,New York,New
10347,Customer_347,55,Male,New York,Loyal
10348,Customer_348,32,Male,Miami,New
10349,Customer_349,38,Female,Chicago,Regular
10350,Customer_350,25,Female,Houston,Loyal
10351,Customer_351,23,Male,Los Angeles,New
10352,Customer_352,62,Female,Miami,New
10353,Customer_353,18,Male,New York,New
10354,Customer_354,22,Male,Chicago,Loyal
10355,Customer_355,38,Female,Miami,Regular
10356,Customer_356,61,Male,Houston,New
10357,Customer_357,32,Male,Houston,New
10358,Customer_358,61,Male,Houston,New
10359,Customer_359,47,Male,Chicago,Loyal
10360,Customer_360,63,Female,New York,New
10361,Customer_361,47,Female,Houston,New
10362,Customer_362,46,Male,Houston,Loyal
10363,Customer_363,54,Male,Los Angeles,Loyal
10364,Customer_364,39,Female,New York,Regular
10365,Customer_365,18,Male,Chicago,Regular
10366,Customer_366,20,Male,Houston,New
10367,Customer_367,46,Female,Chicago,Loyal
10368,Customer_368,19,Male,Los Angeles,Loyal
10369,Customer_369,64,Male,Miami,Loyal
10370,Customer_370,27,Female,Houston,New
10371,Customer_371,56,Female,Los Angeles,Loyal
10372,Customer_372,35,Male,Miami,Loyal
10373,Customer_373,22,Male,Miami,New
10374,Customer_374,42,Male,Los Angeles,Regular
10375,Customer_375,35,Male,Los Angeles,Regular
10376,Customer_376,23,Female,Chicago,Loyal
10377,Customer_377,53,Female,Miami,Loyal
10378,Customer_378,53,Female,Houston,New
10379,Customer_379,57,Male,Los Angeles,New
10380,Customer_380,51,Male,New York,Loyal
10381,Customer_381,46,Female,Miami,Loyal
10382,Customer_382,24,Female,Chicago,Regular
10383,Customer_383,32,Female,New York,Regular
10384,Customer_384,20,Male,Los Angeles,Regular
10385,Customer_385,34,Female,Miami,Regular
10386,Customer_386,34,Male,Houston,Loyal
10387,Customer_387,41,Female,Chicago,Loyal
10388,Customer_388,51,Male,Chicago,New
10389,Customer_389,61,Female,Chicago,Loyal
10390,Customer_390,21,Female,Chicago,Loyal
10391,Customer_391,40,Female,Chicago,Loyal
10392,Customer_392,37,Female,Los Angeles,New
10393,Customer_393,20,Male,New York,Regular
10394,Customer_394,65,Male,Miami,Regular
10395,Customer_395,28,Female,New York,Regular
10396,Customer_396,19,Male,Chicago,New
10397,Customer_397,55,Female,Miami,Regular
10398,Customer_398,23,Male,New York,New
10399,Customer_399,29,Male,Houston,New
10400,Customer_400,21,Male,Chicago,Loyal
10401,Customer_401,37,Female,New York,Loyal
10402,Customer_402,32,Male,Miami,New
10403,Customer_403,55,Female,Los Angeles,Loyal
10404,Customer_404,42,Male,Chicago,Loyal
10405,Customer_405,63,Female,Miami,New
10406,Customer_406,54,Female,Los Angeles,Regular
10407,Customer_407,28,Male,Miami,New
10408,Customer_408,29,Female,Chicago,Regular
10409,Customer_409,24,Female,Houston,Loyal
10410,Customer_410,27,Male,Miami,Regular
10411,Customer_411,36,Female,Houston,Loyal
10412,Customer_412,62,Female,New York,New
10413,Customer_413,33,Male,Los Angeles,Loyal
10414,Customer_414,47,Female,New York,Loyal
10415,Customer_415,40,Male,New York,New
10416,Customer_416,53,Male,Los Angeles,Regular
10417,Customer_417,23,Male,Miami,Regular
10418,Customer_418,28,Female,Miami,Loyal
10419,Customer_419,65,Female,Houston,New
10420,Customer_420,54,Male,Los Angeles,Loyal
10421,Customer_421,53,Male,Miami,Regular
10422,Customer_422,39,Male,New York,Regular
10423,Customer_423,54,Male,Chicago,New
10424,Customer_424,18,Male,Chicago,Loyal
10425,Customer_425,52,Female,Houston,Loyal
10426,Customer_426,61,Male,New York,New
10427,Customer_427,29,Female,Houston,New
10428,Customer_428,22,Female,Houston,Regular
10429,Customer_429,52,Female,Houston,Loyal
10430,Customer_430,40,Male,New York,Loyal
10431,Customer_431,22,Male,Houston,New
10432,Customer_432,51,Male,New York,Regular
10433,Customer_433,60,Female,Miami,New
10434,Customer_434,33,Male,New York,New
10435,Customer_435,21,Male,Houston,New
10436,Customer_436,45,Female,Miami,Regular
10437,Customer_437,31,Male,Miami,New
10438,Customer_438,40,Male,Los Angeles,New
10439,Customer_439,54,Male,Los Angeles,Loyal
10440,Customer_440,46,Male,Los Angeles,Loyal
10441,Customer_441,62,Female,Los Angeles,Loyal
10442,Customer_442,51,Male,Chicago,New
10443,Customer_443,21,Female,New York,Regular
10444,Customer_444,29,Male,Miami,Loyal
10445,Customer_445,23,Male,Chicago,Regular
10446,Customer_446,54,Female,Los Angeles,Regular
10447,Customer_447,56,Male,Miami,Regular
10448,Customer_448,65,Male,Miami,Regular
10449,Customer_449,20,Female,Houston,Regular
10450,Customer_450,38,Male,Miami,Loyal
10451,Customer_451,20,Female,New York,New
10452,Customer_452,60,Female,New York,New
10453,Customer_453,29,Female,Miami,Loyal
10454,Customer_454,25,Female,Chicago,Regular
10455,Customer_455,41,Male,Chicago,Regular
10456,Customer_456,34,Male,Los Angeles,Loyal
10457,Customer_457,48,Male,Los Angeles,New
10458,Customer_458,27,Male,Los Angeles,New
10459,Customer_459,31,Female,Los Angeles,Loyal
10460,Customer_460,31,Female,New York,New
10461,Customer_461,23,Female,Los Angeles,Loyal
10462,Customer_462,37,Female,Miami,New
10463,Customer_463,43,Female,Miami,New
10464,Customer_464,59,Male,Los Angeles,New
10465,Customer_465,46,Female,Miami,Regular
10466,Customer_466,63,Male,Houston,Loyal
10467,Customer_467,18,Female,Chicago,Loyal
10468,Customer_468,51,Male,Chicago,Loyal
10469,Customer_469,24,Female,Los Angeles,Regular
10470,Customer_470,35,Female,Los Angeles,Regular
10471,Customer_471,49,Female,Houston,Loyal
10472,Customer_472,52,Male,New York,Loyal
10473,Customer_473,46,Male,Houston,Loyal
10474,Customer_474,42,Female,New York,Loyal
10475,Customer_475,56,Female,Chicago,Loyal
10476,Customer_476,30,Female,New York,New
10477,Customer_477,47,Male,Chicago,Loyal
10478,Customer_478,61,Female,Los Angeles,Loyal
10479,Customer_479,61,Male,Chicago,Loyal
10480,Customer_480,65,Male,Houston,Loyal
10481,Customer_481,42,Male,New York,New
10482,Customer_482,18,Female,Los Angeles,Regular
10483,Customer_483,49,Female,Los Angeles,New
10484,Customer_484,39,Female,New York,Loyal
10485,Customer_485,22,Female,Houston,Loyal
10486,Customer_486,18,Male,Los Angeles,Loyal
10487,Customer_487,42,Female,Houston,New
10488,Customer_488,31,Male,Miami,Loyal
10489,Customer_489,35,Male,Houston,Regular
10490,Customer_490,32,Male,New York,Regular
10491,Customer_491,46,Female,New York,New
10492,Customer_492,40,Female,Chicago,New
10493,Customer_493,52,Female,Chicago,New
10494,Customer_494,24,Male,Miami,Loyal
10495,Customer_495,64,Female,Los Angeles,Loyal
10496,Customer_496,38,Male,New York,Loyal
10497,Customer_497,42,Male,Chicago,New
10498,Customer_498,34,Female,New York,Regular
10499,Customer_499,59,Female,Chicago,New
10500,Customer_500,24,Female,Los Angeles,Regular
10501,Customer_501,51,Male,Houston,Loyal
10502,Customer_502,28,Male,Los Angeles,Regular
10503,Customer_503,38,Female,Los Angeles,New
10504,Customer_504,64,Male,New York,Loyal
10505,Customer_505,33,Male,Houston,Regular
10506,Customer_506,59,Female,Los Angeles,Regular
10507,Customer_507,60,Male,Miami,Regular
10508,Customer_508,64,Male,Miami,New
10509,Customer_509,64,Female,New York,Loyal
10510,Customer_510,60,Female,New York,Regular
10511,Customer_511,55,Male,Miami,Regular
10512,Customer_512,55,Female,Los Angeles,Loyal
10513,Customer_513,33,Female,New York,Loyal
10514,Customer_514,22,Female,Chicago,New
10515,Customer_515,37,Male,Chicago,Regular
10516,Customer_516,22,Female,Los Angeles,New
10517,Customer_517,59,Female,Miami,Regular
10518,Customer_518,56,Male,New York,Loyal
10519,Customer_519,46,Male,Miami,Regular
10520,Customer_520,42,Female,New York,Loyal
10521,Customer_521,55,Female,Chicago,Regular
10522,Customer_522,40,Female,Houston,New
10523,Customer_523,22,Male,Los Angeles,New
10524,Customer_524,60,Male,Houston,New
10525,Customer_525,62,Female,Houston,Loyal
10526,Customer_526,47,Male,Chicago,Loyal
10527,Customer_527,52,Male,New York,New
10528,Customer_528,44,Male,Chicago,New
10529,Customer_529,20,Male,Los Angeles,Loyal
10530,Customer_530,45,Female,Houston,Regular
10531,Customer_531,28,Male,Los Angeles,Loyal
10532,Customer_532,42,Male,Miami,Regular
10533,Customer_533,61,Female,Los Angeles,Loyal
10534,Customer_534,37,Female,Miami,Loyal
10535,Customer_535,18,Male,Los Angeles,Loyal
10536,Customer_536,28,Male,Chicago,Regular
10537,Customer_537,22,Female,Los Angeles,New
10538,Customer_538,46,Female,Los Angeles,Loyal
10539,Customer_539,61,Female,New York,Loyal
10540,Customer_540,21,Female,Miami,Loyal
10541,Customer_541,45,Female,Chicago,New
10542,Customer_542,47,Male,Chicago,Regular
10543,Customer_543,25,Female,Chicago,New
10544,Customer_544,19,Male,Miami,Regular
10545,Customer_545,30,Female,New York,Loyal
10546,Customer_546,53,Male,Houston,New
10547,Customer_547,56,Female,Los Angeles,Loyal
10548,Customer_548,52,Female,New York,Loyal
10549,Customer_549,60,Male,Los Angeles,New
10550,Customer_550,56,Female,Miami,Regular
10551,Customer_551,28,Female,Houston,Regular
10552,Customer_552,39,Male,Miami,New
10553,Customer_553,56,Male,Miami,Regular
10554,Customer_554,31,Male,New York,Regular
10555,Customer_555,24,Female,Miami,New
10556,Customer_556,63,Female,New York,Regular
10557,Customer_557,23,Male,Chicago,New
10558,Customer_558,48,Female,Los Angeles,Regular
10559,Customer_559,39,Male,Chicago,New
10560,Customer_560,52,Female,Miami,Loyal
10561,Customer_561,43,Male,New York,New
10562,Customer_562,41,Male,Chicago,Loyal
10563,Customer_563,63,Female,Los Angeles,Regular
10564,Customer_564,47,Male,New York,Regular
10565,Customer_565,34,Male,New York,Loyal
10566,Customer_566,63,Male,Miami,Loyal
10567,Customer_567,54,Male,Chicago,Loyal
10568,Customer_568,39,Male,New York,Loyal
10569,Customer_569,32,Female,Houston,New
10570,Customer_570,34,Male,New York,Loyal
10571,Customer_571,35,Male,Houston,New
10572,Customer_572,28,Female,Chicago,Regular
10573,Customer_573,33,Male,Los Angeles,Regular
10574,Customer_574,23,Female,Los Angeles,Regular
10575,Customer_575,65,Female,Miami,New
10576,Customer_576,29,Male,Chicago,Loyal
10577,Customer_577,54,Male,New York,Regular
10578,Customer_578,29,Female,Los Angeles,Loyal
10579,Customer_579,25,Female,Miami,Loyal
10580,Customer_580,41,Female,Houston,New
10581,Customer_581,34,Female,New York,Regular
10582,Customer_582,19,Male,Miami,Loyal
10583,Customer_583,18,Male,Miami,Loyal
10584,Customer_584,45,Male,New York,Regular
10585,Customer_585,18,Female,Houston,New
10586,Customer_586,50,Female,New York,Regular
10587,Customer_587,42,Male,New York,Regular
10588,Customer_588,42,Male,Miami,Regular
10589,Customer_589,46,Male,Chicago,Regular
10590,Customer_590,22,Female,Miami,Loyal
10591,Customer_591,62,Male,Chicago,Regular
10592,Customer_592,47,Female,Houston,Loyal
10593,Customer_593,32,Female,Miami,Regular
10594,Customer_594,58,Male,Houston,Regular
10595,Customer_595,49,Female,Chicago,Loyal
10596,Customer_596,29,Female,Chicago,Loyal
10597,Customer_597,47,Female,Miami,Regular
10598,Customer_598,35,Female,New York,Loyal
10599,Customer_599,25,Female,Chicago,Regular
10600,Customer_600,28,Male,Chicago,New
10601,Customer_601,36,Male,Chicago,Loyal
10602,Customer_602,58,Male,Chicago,Loyal
10603,Customer_603,27,Male,New York,Regular
10604,Customer_604,42,Male,New York,New
10605,Customer_605,54,Male,Los Angeles,New
10606,Customer_606,61,Female,Houston,New
10607,Customer_607,31,Female,Chicago,Regular
10608,Customer_608,35,Male,Chicago,Loyal
10609,Customer_609,61,Female,Houston,Regular
10610,Customer_610,39,Female,Los Angeles,New
10611,Customer_611,65,Female,Chicago,Regular
10612,Customer_612,46,Male,Miami,Regular
10613,Customer_613,29,Male,Los Angeles,New
10614,Customer_614,43,Female,Houston,New
10615,Customer_615,57,Male,Houston,Regular
10616,Customer_616,52,Female,Houston,New
10617,Customer_617,57,Female,Miami,Regular
10618,Customer_618,56,Male,Los Angeles,Loyal
10619,Customer_619,21,Male,Houston,New
10620,Customer_620,21,Female,Houston,New
10621,Customer_621,52,Male,Miami,Loyal
10622,Customer_622,56,Female,Houston,New
10623,Customer_623,58,Female,Los Angeles,Loyal
10624,Customer_624,47,Male,New York,Regular
10625,Customer_625,26,Female,Chicago,Loyal
10626,Customer_626,40,Male,Los Angeles,Loyal
10627,Customer_627,21,Male,Los Angeles,Loyal
